コード,市区町村名,人数,獲得比率,距離
34213,廿日市市,1004,0.001,694.1
07209,相馬市,1002,0.003,282.6
07212,南相馬市,1002,0.002,268.4
27141,堺市堺区,1001,0.001,391.7
47213,うるま市,999,0.001,1508.9
24214,いなべ市,997,0.002,285.8
26208,向日市,994,0.002,362.2
27216,河内長野市,991,0.001,387.6
18210,坂井市,990,0.001,322.6
04216,富谷市,989,0.002,345.3
05204,大館市,985,0.001,542.5
08521,結城郡八千代町,982,0.005,84.8
15106,新潟市南区,976,0.002,264.1
27214,富田林市,972,0.001,384.9
22137,浜松市天竜区,966,0.003,163.2
08230,かすみがうら市,963,0.002,96.0
27113,大阪市西淀川区,961,0.001,391.0
12410,山武郡横芝光町,957,0.004,80.9
22219,下田市,954,0.004,105.0
15210,十日町市,952,0.002,196.4
27142,堺市中区,949,0.001,391.4
40343,糟屋郡志免町,948,0.002,864.3
21212,土岐市,942,0.002,221.6
09386,塩谷郡高根沢町,941,0.003,135.6
07208,喜多方市,937,0.002,253.5
28206,芦屋市,933,0.001,402.7
33103,岡山市東区,931,0.001,517.1
03216,滝沢市,930,0.002,499.0
27206,泉大津市,929,0.001,399.6
02208,むつ市,929,0.001,661.7
21215,山県市,927,0.003,264.3
11346,比企郡川島町,923,0.005,62.0
05207,湯沢市,918,0.001,408.0
21208,瑞浪市,912,0.002,214.5
04406,宮城郡利府町,912,0.003,343.2
19384,中巨摩郡昭和町,910,0.005,102.1
